demand_basis	ctr
10 best netflix tv series	0.0
10 best new movies on netflix	0.0
10 best nfl quarterbacks	0.0
10 best ninja creami recipes	0.006711409395973154
10 best no bake desserts	0.0
10 best northern lights cruises	0.0
10 best oatmeals to eat	0.0
10 best oils for cooking	0.0
10 best olive oils	0.0
10 best omega 3 foods	0.0
10 best omega 3 rich foods	0.0
10 best omega-3 foods	0.0
10 best orthopedic doctors	0.3980042871593107
10 best orthopedic surgeons	0.0
10 best otc antifungal creams	0.0
10 best otc appetite suppressants	0.0
10 best outfits for older women	0.050359712230215826
10 best outfits for seniors	0.16666666666666666
10 best outfits for women over 60	0.0
10 best overnight oats recipes	0.0
10 best pain relievers for back pain	0.0
10 best pain relievers for toothache	0.0
10 best passive income ideas	0.0
10 best pasta recipes	0.0
10 best patio furniture	0.004016064257028112
10 best perennial flowers	0.0
10 best perennial vegetable plants	0.0
10 best perennials for full sun	0.0
10 best perennials for seniors	0.0
10 best perfumes for men	0.0
10 best pergola designs	0.0
10 best pillows for side sleepers	0.0073629777123711704
10 best places for seniors to live	0.0
10 best places for seniors to retire	0.0
10 best places to live	0.0
10 best places to live in new jersey	0.0
10 best places to live in pennsylvania	0.0
10 best places to see aurora borealis	0.0
10 best places to take kids	0.0
10 best places to visit with kids	0.0
10 best plants for mosquito control	0.5660377358490566
10 best plants for patios	0.14814814814814814
10 best plants to prune	0.0
10 best plants to repel deer	0.0
10 best plants to repel insects	0.2810062240885512
10 best plants to repel mosquitoes	0.5961222233046536
10 best plugs for seniors	0.0
10 best pod coffee makers	0.0
10 best pool exercises for seniors	0.8421052631578947
10 best portable air conditioners	0.0757238307349666
10 best potato salad recipes	0.0
10 best prayers	0.0
10 best primary doctors near me	0.0
10 best private schools near me	0.0
10 best probiotic food	0.0
10 best probiotic foods	0.0
10 best probiotics for gut health	1.0
10 best probiotics for women	0.6212115784196053
10 best products for thinning hair	0.0
10 best promo codes	0.0
10 best protein powders	0.0
10 best protein shakes	0.0
10 best protein snacks	0.0
10 best public high schools	0.0
10 best public universities	0.0
10 best pulse oximeters	0.0
10 best pyrex products	0.0
10 best recipes with rotisserie chicken	0.0
10 best remedies for dizziness	0.0
10 best remedies for insomnia	0.0
10 best remedies for itching	0.8806680153376829
10 best remedies for puffy eyes	0.0
10 best remedies for sciatica	0.0
10 best remedies for swollen feet	0.0
10 best restaurant near me	0.0
10 best restaurants near me	0.0
10 best retirement towns	0.0
10 best rings for men	0.0
10 best roofing companies	0.0
10 best rums in the caribbean	0.0
10 best sandwich ideas	0.0
10 best schools by state	0.0
10 best sciatica exercises for seniors	0.5968786175154895
10 best scopes for the money	0.0
10 best senior dog foods	0.0
10 best senior haircuts	0.0
10 best shade garden perennials	0.0
10 best shade loving plants	0.0
10 best shampoos for detoxification	0.0
10 best shapewear for older women	0.011741682974559686
10 best shares to buy	0.0
10 best sheet pan dinner ideas	0.0
10 best shoes for knee pain	0.0
10 best shoes for older men	0.014268164332627824
10 best shoes for seniors	0.0058309037900874635
10 best short haircuts	0.0
10 best short haircuts for older women	0.0
10 best shower cleaners	0.0
10 best silver coins to buy	0.0
10 best silver dollars	0.0
10 best sleep aid for elderly	0.0
10 best sleeping pills	0.0
10 best slider recipes	0.0
10 best slime activators	0.0
10 best slow cooker beef recipes	0.0
10 best slow cooker chicken recipes	0.0
10 best slow cooker recipes	0.0
10 best slow cooker recipes for dinner	0.0
10 best small dogs for seniors	0.0
10 best small non shedding dogs	0.3464685475804084
10 best small towns for retirees	0.0
10 best small towns in illinois	0.0
10 best small towns in virginia	0.0
10 best small towns to live in	0.0
10 best small towns to retire	0.0
10 best small towns to retire in	0.014705882352941176
10 best smart 4k tvs to buy	0.0
10 best smartest dog breeds	0.0
10 best snacks for diabetics	0.10526315789473684
10 best snacks for type ii diabetes	0.7867799968240566
10 best snacks for weight loss	0.296508286190153
10 best sodas for seniors	0.0
10 best songs by the moody blues	0.0
10 best soups to make	0.0
10 best spinal stenosis exercises	0.5961222233046536
10 best states for retirees	0.013670831988038442
10 best states for retirement	0.0
10 best states in america	0.0
10 best states to live in	0.0
10 best states to retire	0.14901010836732148
10 best steak marinade recipes	0.0
10 best steakhouse in america	0.0
10 best steakhouse near me	0.0
10 best stocks that will split soon	0.0
10 best stocks to invest	0.0
10 best stocks to invest in	0.0
10 best stocks to invest in now	0.0
10 best storage solutions	0.11117783773682952
10 best stye remedies	0.022727272727272728
10 best stye treatments	0.5729808020620595
10 best sugar substitutes	0.0
10 best sunglasses	0.01581603854566002
10 best sunscreens	0.0
10 best sunscreens for seniors	0.0
10 best supplements for arthritis	0.0
10 best supplements for seniors	0.0
10 best supplements to boost memory	0.0
10 best suvs to buy	0.011494252873563218
10 best suvs to buy in 2024	0.055431203579242506
10 best sympathy messages	0.0
10 best synthetic oils	0.0
10 best table runner patterns	0.0
10 best table runners	0.0031645569620253164
10 best taco recipes	0.0
10 best tai chi for seniors	0.0
10 best teas for arthritis	0.0
10 best teas for seniors	0.0
10 best teeth whitening kits	0.0
10 best tesco dresses to buy now	0.005714285714285714
10 best things to do	0.0
10 best things to see in winnipeg	0.0
10 best thriller and mystery books	0.5123531663493825
10 best thrillers of 2024	0.0
10 best tin can crafts	0.0
10 best tiny houses for seniors	0.0
10 best toilet bowl cleaners	0.0
10 best toilet bowl stain removers	0.0
10 best tomatoes to grow	0.0
10 best tongue cleaners	0.0
10 best top load washing machines	0.0
10 best towns for seniors in nj	0.0
10 best treatments for bone spurs	0.0
10 best treatments for sagging skin	0.0
10 best trees for yard	0.10009631183212528
10 best trees to plant in your yard	0.0
10 best unique baby shower gifts	0.008333333333333333
10 best universities in us	0.0
10 best usa states to live in	0.5601171800516954
10 best used corvettes to buy	0.0
10 best uses for vicks vaporub	0.0047169811320754715
10 best uses of banana peel	0.15930682215189287
10 best uses of borax	0.0
10 best uses of cbd oil	0.0
10 best vacuums for seniors	0.0
10 best vegetables for kidney disease	0.0
10 best vegetables for protein	0.0
10 best veggie burger recipes	0.0
10 best vinegar foot soak recipes	0.0
10 best vintage items to sell	0.002583979328165375
10 best vintage pyrex dishes	0.0
10 best vinyl plank flooring	0.0
10 best vinyl siding color schemes	0.0
10 best visceral fat exercises	0.0
10 best vitamin b12 foods	0.5961222233046536
10 best vitamin c face serums	0.1341429989651387
10 best vitamin d food sources	1.0
10 best vitamin d supplements	0.5515689361771636
10 best vitamins for ageing	0.0
10 best vitamins for anxiety	0.6783083201858369
10 best vitamins for brain health	0.0
10 best vitamins for cortisol support	0.0
10 best vitamins for depression	0.12928858571830787
10 best vitamins for leg cramp	0.0
10 best vitamins for memory	0.0
10 best vitamins for menopause	0.06666666666666667
10 best vitamins for osteoporosis	0.4444444444444444
10 best vitamins for seniors	0.0
10 best walking shoes for men	0.003218390804597701
10 best walking shoes for seniors	0.023255813953488372
10 best walking shoes for women	0.0
10 best walking shoes for women over 60	0.028300596700683436
10 best walking shoes for women over 70	0.008842063516244518
10 best walking shoes to buy	0.0
10 best walking shoes women	0.0
10 best warren buffett stocks	0.0
10 best watches under 500	0.019485610760794126
10 best water bottle brands to buy	0.0
10 best water bottles	0.0
10 best ways to care for peace lily	0.0
10 best ways to get rid of flies	0.0
10 best ways to lower cholesterol	0.0
10 best ways to relieve legs	0.0
10 best weber grills	0.06060606060606061
10 best womens dresses in 2024	0.0
10 best zinc rich foods	0.0
10 best zucchini recipes	0.0
10 best-performing fidelity funds	0.0
10 bipolar disorder symptoms	0.14285714285714285
10 bipolar symptoms	0.3311928468281738
10 black tie outfits for women	0.0
10 bladder cancer symptoms	0.0
10 blood clot symptoms	0.0
10 blood pressure meds to avoid	0.12053210637171538
10 bowel obstruction symptoms	0.5515689361771636
10 bowel stool colors	0.3919546140704571
10 brain exercises to help boost memory	0.0
10 brain foods that boost memory	0.0
10 breakfast ideas for diabetics	0.0
10 breakfast ideas for weight loss	0.0
10 breakfast ideas to lower blood sugar	0.21428571428571427
10 breast cancer symptoms	0.6485056253312997
10 broken heart syndrome symptoms	0.0
10 bug bite identification chart	0.0
10 cancer causing foods to avoid	0.0
10 candida symptoms	0.12195121951219512
10 carbs to avoid for diabetes	0.12
10 causas de hipertension	0.6666666666666666
10 causes for being cold all the time	0.0
10 causes for dizziness	0.42857142857142855
10 causes for dizziness in seniors	0.0
10 causes for hand tremor	0.32075471698113206
10 causes for hand tremor in senior	0.5132122192682719
10 causes for shaking hands in seniors	0.3966521940209517
10 causes for swollen feet in seniors	0.33051404520371497
10 causes hand cramps	0.42105263157894735
10 causes low blood pressure	0.0
10 causes night sweats	0.27996096453084884
10 causes of a pulse in stomach	0.0
10 causes of abdominal pain	0.0
10 causes of anemia	0.3846974190819199
10 causes of arthritis	0.0
10 causes of black stool	0.4246254433259095
10 causes of black tongue	0.0
10 causes of blood in stool	0.7109821849567933
10 causes of blood in the stool	0.0
10 causes of blood in urine	0.26915589057336103
10 causes of chronic fatigue	0.3584905660377358
10 causes of cleft lip	0.0
10 causes of daytime sleepiness	0.5511421305105899
10 causes of depression	0.2857142857142857
10 causes of dry mouth	0.0
10 causes of elevated liver enzymes	0.4007292808286489
10 causes of essential tremor	0.5473184418641924
10 causes of eye twitching	0.3684210526315789
10 causes of falls in seniors	0.0
10 causes of fingernail ridges	0.0
10 causes of frequent urination	0.5132122192682719
10 causes of gastric cancer	0.3885867797468312
10 causes of gout in toes	0.0
10 causes of green poop	0.20848747937924403
10 causes of hair loss	0.5920885695824449
10 causes of hair loss in women	0.607457964547974
10 causes of hand swelling	0.0
10 causes of hand tremors	0.22109007609593043
10 causes of high bilirubin	0.5630998736735963
10 causes of high creatinine levels	0.45426509242461566
10 causes of high liver enzymes	0.2777777777777778
10 causes of high psa levels	0.0
10 causes of hip pain	0.511549817080447
10 causes of itchy skin	0.0
10 causes of lockjaw	0.0
10 causes of loose stool	0.0
10 causes of loss of balance	0.5434694765416394
10 causes of low anion gap	0.0
10 causes of low hemoglobin	0.359731643036747
10 causes of lower abdominal pain	0.0
10 causes of menieres disease	0.44674943710549164
10 causes of neuropathy	0.0
10 causes of neuropathy in feet	0.043478260869565216
10 causes of night sweat	0.6584283050183463
10 causes of night sweats	0.14852297249374047
10 causes of pain under armpit	0.0
10 causes of pancreatic cancer	0.539170248682656
10 causes of pancreatitis	0.4959671652892049
10 causes of pancreatitis in dogs	0.0
10 causes of pee smell	0.0
10 causes of pneumonia	0.7109821849567933
10 causes of polycythemia	0.0
10 causes of prostate cancer	0.0
10 causes of red spots on skin	0.0
10 causes of seizures	0.5614359800082921
10 causes of sepsis	0.7159228276565692
10 causes of shaking hands	0.4318181818181818
10 causes of sharp eye pain	0.0
10 causes of shortness of breath	0.1
10 causes of shoulder pain	0.0
10 causes of sids	0.05714285714285714
10 causes of smelly urine	0.0
10 causes of sneezing	0.0
10 causes of swollen ankles	0.6485056253312997
10 causes of swollen feet	0.3076923076923077
10 causes of swollen lips	0.1
10 causes of tingling in hands	0.0
10 causes of tremors	0.0
10 causes of under eye swelling	0.0
10 causes of urticaria	0.0
10 causes of vertigo	0.5978549219842952
10 causes of vitiligo	0.125
